id,answer
GRESt-AT-054,Die Unterlagen sind für die Zwecke der Selbstberechnung nicht länger als ein Jahr aufzubewahren. (§ 3 Abs. 1 K
GRESt-AT-055,"Die Behörde muss dem Finanzamt melden, wenn jemand mindestens 75% der Stimmrechte an einer börsennotierten Gesellschaft erwirbt. § 8 Abs. 1 KStG sieht vor, dass die Behörde die Stimmrechte an einer börsennotierten Gesellschaft an die Gesellschafterversammlung überträgt. § 8 Abs. 2 KStG sieht vor, dass die Behörde die Stimmrechte an einer börsennotierten Gesellschaft an die Gesellschafterversammlung überträgt. § 8 Abs. 3 KStG sieht vor, dass die Behörde die Stimmrechte an einer börsennotierten Gesellschaft an die Gesellschafterversammlung überträgt. § 8 Abs. 4 KStG sieht vor, dass die Behörde die Stimmrechte an einer börsennotierten Gesellschaft an die Gesellschafterversammlung überträgt. § 8 Abs. 5 KStG sieht vor"
GRESt-AT-056,"Ja, die Grunderwerbsteuer wird rückwirkend zum 1. Januar des Jahres, in dem der Kaufvertrag geschlossen wurde, zurückgefordert. § 8 Abs. 1 KStG sieht vor, dass die Grunderwerbsteuer in der Regel innerhalb von drei Jahren nach dem Zeitpunkt der Vertragsunterzeichnung zu entrichten ist. § 8 Abs. 2 KStG sieht vor, dass die Grunderwerbsteuer innerhalb von drei Jahren nach dem Zeitpunkt der Vertragsunterzeichnung zu entrichten ist. § 8 Abs. 3 KStG sieht vor, dass die Grunderwerbsteuer innerhalb von drei Jahren nach dem Zeitpunkt der Vertragsunterzeichnung zu entrichten ist. § 8 Abs. 4 KStG sieht vor, dass die Grunderwerbsteuer innerhalb von drei Jahren nach dem Zeitpunkt der Vertragsunter"
GRESt-AT-057,"Die bisherige Regelung gilt für die Anteile der Gesellschafter, die nicht mehr Gesellschafter sind, und für die Anteile der Gesellschafter, die nicht mehr Gesellschafter sind, sowie für die Anteile der Gesellschafter, die nicht mehr Gesellschafter sind, gemäß § 8 Abs. 1 KStG. § 8 Abs. 2 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG. § 8 Abs. 3 KStG"
GRESt-AT-058,Löst der Erwerb Grunderwerb
GRESt-AT-059,
GRESt-AT-060,Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10. März 2025 eingereicht werden. Die Abgabeerklärung muss bis zum 10
GRESt-AT-061,"Ein Wohnhaus ist ein Grundstück, das von einem anderen Eigentümer veräußert wird. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des Eigentümers, der es veräußert. Das Grundstück ist Eigentum des"
GRESt-AT-062,"Die Grunderwerbssteuer beträgt gemäß § 8 Abs. 1 KStG 0,5 % des Verkaufserlöses aus dem Verkauf von landwirtschaftlichen Flächen. Die Steuer wird auf die gesamte Fläche erhoben, die nicht von der Fläche des Hofes getrennt wird. Die Steuer wird auf die gesamte Fläche erhoben, die nicht von der Fläche des Hofes getrennt wird. Die Steuer wird auf die gesamte Fläche erhoben, die nicht von der Fläche des Hofes getrennt wird. Die Steuer wird auf die gesamte Fläche erhoben, die nicht von der Fläche des Hofes getrennt wird. Die Steuer wird auf die gesamte Fläche erhoben, die nicht von der Fläche des Hofes getrennt wird. Die Steuer wird auf die gesamte Fläche erhoben, die nicht von der Fläche des Hofes getrennt wird. Die Steuer wird auf die"
GRESt-AT-063,Ein Grundstück wird unentgeltlich an den Ehemann der Eigentümerin vermacht. Die Schenkung ist in § 8 Abs. 1 KStG geregelt. § 8 Abs. 2 KStG regelt die Schenkungsteuer. § 8 Abs. 3 KStG regelt die Schenkungsteuer. § 8 Abs. 4 KStG regelt die Schenkungsteuer. § 8 Abs. 5 KStG regelt die Schenkungsteuer. § 8 Abs. 6 KStG regelt die Schenkungsteuer. § 8 Abs. 7 KStG regelt die Schenkungsteuer. § 8 Abs. 8 KStG regelt die Schenkungsteuer. § 8 Abs. 9 KStG regelt die Schenkungsteuer. § 8 Abs. 10 KStG regelt die Schenkungsteuer. § 8 Abs.
GRESt-AT-064,"Ein Superädifikat ist ein Gebäude, das an einen neuen Eigentümer übertragen wird, der es für die Zwecke der Verwaltung nutzt. § 2 Abs. 1 KStG sieht vor, dass ein Superädifikat an einen neuen Eigentümer übertragen wird, der es für die Zwecke der Verwaltung nutzt. § 2 Abs. 2 KStG sieht vor, dass ein Superädifikat an einen neuen Eigentümer übertragen wird, der es für die Zwecke der Verwaltung nutzt. § 2 Abs. 3 KStG sieht vor, dass ein Superädifikat an einen neuen Eigentümer übertragen wird, der es für die Zwecke der Verwaltung nutzt. § 2 Abs. 4 KStG sieht vor, dass ein Superädifikat an einen neuen Eigentümer übertragen wird, der"
GRESt-AT-065,Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG. § 8 Abs. 2 KStG. § 8 Abs. 3 KStG. § 8 Abs. 4 KStG. § 8 Abs. 5 KStG. § 8 Abs. 6 KStG. § 8 Abs. 7 KStG. § 8 Abs. 8 KStG. § 8 Abs. 9 KStG. § 8 Abs. 10 KStG. § 8 Abs. 11 KStG. § 8 Abs. 12 KStG. § 8 Abs. 13 KStG. § 8 Abs. 14 KStG. § 8 Abs. 15 KStG. § 8 Abs. 16 KStG.
GRESt-AT-066,"Der Erwerb von Grundstücken ist nicht unentgeltlich, sondern wird von der Körperschaftsteuer befreit. § 8 Abs. 1 KStG stellt klar, dass der Erwerb von Grundstücken nicht als unentgeltlich anzusehen ist, § 8 Abs. 2 KStG stellt klar, dass der Erwerb von Grundstücken nicht als unentgeltlich anzusehen ist, § 8 Abs. 3 KStG stellt klar, dass der Erwerb von Grundstücken nicht als unentgeltlich anzusehen ist, § 8 Abs. 4 KStG stellt klar, dass der Erwerb von Grundstücken nicht als unentgeltlich anzusehen ist, § 8 Abs. 5 KStG stellt klar, dass der Erwerb von Grundstücken nicht als unentgeltlich anzusehen ist, § 8 Abs. 6 KStG stellt klar, dass"
GRESt-AT-067,"Bei einer Zwangsversteigerung erhält der Meistbietende den Zuschlag für ein Grundstück, das er selbst oder ein Dritter für sich oder seine Familie erworben hat. Der Meistbietende muss die Steuerschuldnerschaft für die Veräußerung des Grundstücks übernehmen. Der Meistbietende muss die Steuerschuldnerschaft für die Veräußerung des Grundstücks übernehmen. Der Meistbietende muss die Steuerschuldnerschaft für die Veräußerung des Grundstücks übernehmen. Der Meistbietende muss die Steuerschuldnerschaft für die Veräußerung des Grundstücks übernehmen. Der Meistbietende muss die Steuerschuldnerschaft für die Veräußerung des Grundstücks übernehmen. Der Meistbietende muss die Steuerschuldnerschaft für die Veräußerung des Grundstücks übernehmen. Der Meistbietende muss die Steuerschuldnerschaft für die"
GRESt-AT-068,"Ein inländisches Grundstück kann nach § 8 Abs. 1 KStG als steuerlich abzugsfähig angesehen werden, wenn der Kaufpreis unter dem maßgebenden Grundstückswert liegt. § 8 Abs. 1 KStG sieht vor, dass der Steuerpflichtige die Steuer auf das inländische Grundstück zu zahlen hat, wenn der Kaufpreis unter dem maßgebenden Grundstückswert liegt. § 8 Abs. 2 KStG sieht vor, dass der Steuerpflichtige die Steuer auf das inländische Grundstück zu zahlen hat, wenn der Kaufpreis unter dem maßgebenden Grundstückswert liegt. § 8 Abs. 3 KStG sieht vor, dass der Steuerpflichtige die Steuer auf das inländische Grundstück zu zahlen hat, wenn der Kaufpreis unter dem maßgebenden Grundstückswert liegt. § 8 Abs."
GRESt-AT-069,"Die Steuerschuld wird auf den Käufer übertragen, der die Steuerschuld trägt. Der Steuerschuldner muss die Steuerschuld tragen, die er für die Steuerschuld übernommen hat. Die Steuerschuld wird auf den Käufer übertragen, der die Steuerschuld trägt. Der Steuerschuldner muss die Steuerschuld tragen, die er für die Steuerschuld übernommen hat. Die Steuerschuld wird auf den Käufer übertragen, der die Steuerschuld trägt. Der Steuerschuldner muss die Steuerschuld tragen, die er für die Steuerschuld übernommen hat. Die Steuerschuld wird auf den Käufer übertragen, der die Steuerschuld trägt. Die Steuerschuld wird auf den Käufer übertragen, der die Steuerschuld trägt. Die Steuerschuld wird auf den Käufer übertragen, der die Steuerschuld trägt. Die Steuerschuld"
GRESt-AT-070,Ein Käufer hat bereits einen Anspruch auf Übereignung eines
GRESt-AT-071,"Ein österreichischer Staatsbürger ist grundsätzlich steuerfrei, wenn er in Italien ansässig ist und dort seinen Wohnsitz hat. § 8 Abs. 1 KStG sieht vor, dass der Steuerpflichtige die Steuerschuld trägt, wenn er in Italien ansässig ist (§ 8 Abs. 2 KStG). § 8 Abs. 3 KStG sieht vor, dass der Steuerpflichtige die Steuerschuld trägt, wenn er in Italien ansässig ist (§ 8 Abs. 3 KStG). § 8 Abs. 4 KStG sieht vor, dass der Steuerpflichtige die Steuerschuld trägt, wenn er in Italien ansässig ist (§ 8 Abs. 5 KStG). § 8 Abs. 5 KStG sieht vor, dass der Steuerpflichtige die Steuerschuld trägt, wenn er in Italien ansässig"
GRESt-AT-072,Liegenschaften sind gemäß § 8 Abs. 1 KStG grundsätzlich unentgeltlich (§ 8 Abs. 1 KStG) und können gemäß § 8 Abs. 2 KStG durch eine Schenkung übertragen werden (§ 8 Abs. 3 KStG). Liegenschaften sind gemäß § 8 Abs. 1 KStG grundsätzlich unentgeltlich (§ 8 Abs. 1 KStG) und können gemäß § 8 Abs. 2 KStG durch eine Schenkung übertragen werden (§ 8 Abs. 3 KStG). Liegenschaften sind gemäß § 8 Abs. 1 KStG grundsätzlich unentgeltlich (§ 8 Abs. 1 KStG) und können gemäß § 8 Abs. 2 KStG durch eine Schenkung übertragen werden (§ 8 Abs. 3 KStG).
GRESt-AT-073,"Ein Teilgrundstück kann nur dann steuerfrei sein, wenn es sich um ein bebautes Grundstück handelt, das nicht in der Steuerpflicht steht. Dies gilt auch, wenn die Aufteilung in eine Teilfläche und eine Teilfläche nicht in der Steuerpflicht steht. Ist die Aufteilung in eine Teilfläche und eine Teilfläche in der Steuerpflicht, so ist die Aufteilung in eine Teilfläche und eine Teilfläche in der Steuerpflicht steuerfrei. Ist die Aufteilung in eine Teilfläche und eine Teilfläche in der Steuerpflicht steuerfrei, so ist die Aufteilung in eine Teilfläche und eine Teilfläche in der Steuerpflicht steuerfrei. Ist die Aufteilung in eine Teilfläche und eine Teilfläche in der Steuerpflicht steuerfrei, so ist die Aufteilung in eine Teilfläche und eine"
GRESt-AT-074,Eine Gemeinde setzt Maßnahmen zur besseren Gestaltung von Bauland und überträgt in diesem Rahmen ein Grundstück an einen Privaten. Ist dieser Erwerb steuer
GRESt-AT-075,"Der Grundstückserwerb ist in § 8 Abs. 1 KStG geregelt. § 8 Abs. 1 KStG bestimmt, dass der Grundstückserwerb in § 8 Abs. 1 KStG geregelt ist. § 8 Abs. 1 KStG bestimmt, dass der Grundstückserwerb in § 8 Abs. 1 KStG geregelt ist. § 8 Abs. 1 KStG bestimmt, dass der Grundstückserwerb in § 8 Abs. 1 KStG geregelt ist. § 8 Abs. 1 KStG bestimmt, dass der Grundstückserwerb in § 8 Abs. 1 KStG geregelt ist. § 8 Abs. 1 KStG bestimmt, dass der Grundstückserwerb in § 8 Abs. 1 KStG geregelt ist"
GRESt-AT-076,"Ja, die Betriebsgenehmigung ist für die Betriebsführung erforderlich. § 2 Abs. 1 KStG regelt die Voraussetzungen für die Betriebsführung (§ 2 Abs. 2 KStG). § 2 Abs. 2 KStG regelt die Voraussetzungen für die Betriebsführung (§ 2 Abs. 3 KStG). § 2 Abs. 4 KStG regelt die Voraussetzungen für die Betriebsführung (§ 2 Abs. 5 KStG). § 2 Abs. 6 KStG regelt die Voraussetzungen für die Betriebsführung (§ 2 Abs. 7 KStG). § 2 Abs. 8 KStG regelt die Voraussetzungen für die Betriebsführung (§ 2 Abs. 9 KStG). § 2 Abs. 9 KStG regelt die Voraussetzungen für die Betriebsführung (§ 2 Abs"
GRESt-AT-077,"Die Person kann sich in einem solchen Fall auf die Regelungen des § 8 Abs. 1 KStG berufen, um die Übertragung von Grundstücken zu erwirken. § 8 Abs. 1 KStG ist in Österreich nicht anwendbar, § 8 Abs. 2 KStG gilt auch in der Schweiz. § 8 Abs. 3 KStG gilt auch in der Schweiz. § 8 Abs. 4 KStG gilt auch in der Schweiz. § 8 Abs. 5 KStG gilt auch in der Schweiz. § 8 Abs. 6 KStG gilt auch in der Schweiz. § 8 Abs. 7 KStG gilt auch in der Schweiz. § 8 Abs. 8 KStG gilt auch in der Schweiz. § 8 Abs. 8 KSt"
GRESt-AT-078,"Ein Grundstück in Salzburg wird ohne vorherigen Kaufvertrag unmittelbar in das Eigentum des Erwerbers übereignet. Dies gilt auch für die Übertragung von Grundstücken, die in der Regel nicht an den Erwerber fallen, sondern an einen Dritten, der die Übertragung durchführt. Der Erwerber kann die Übertragung auch durch eine Veräußerung des Grundstücks vornehmen, sofern die Übertragung nicht an den Erwerber erfolgt.
Ein Grundstück in Salzburg wird ohne vorherigen Kaufvertrag unmittelbar in das Eigentum des Erwerbers übereignet. Dies gilt auch für die Übertragung von Grundstücken, die in der Regel nicht an den Erwerber fallen, sondern an einen Dritten, der die Übertragung durchführt.
Ein Grundstück in Salzburg wird ohne vorherigen Kaufvertrag unmittelbar in das Eigentum des Erwerbers übereignet. Dies gilt auch"
GRESt-AT-079,"Ein Erwerber kann die Rechte aus einem bereits bestehenden Kaufanbot über ein inländisches Grundstück, also ohne dass ein schuldrechtliches Geschäft über den Rechtserwerb vorausgegangen ist, erwerben. Dies ist insbesondere dann der Fall, wenn der Erwerber die Rechte aus einem bereits bestehenden Kaufanbot über ein inländisches Grundstück, also ohne dass ein schuldrechtliches Geschäft über den Rechtserwerb vorausgegangen ist, erwerben will.
Ein Erwerber kann die Rechte aus einem bereits bestehenden Kaufanbot über ein inländisches Grundstück, also ohne dass ein schuldrechtliches Geschäft über den Rechtserwerb vorausgegangen ist, erwerben. Dies ist insbesondere dann der Fall, wenn der Erwerber die Rechte aus einem bereits bestehenden Kaufanbot über ein inländ"
GRESt-AT-080,"Ein Käufer erwirbt ein Grundstück, das er nicht selbst erwirbt, sondern an einen Dritten verkauft. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte kann das Grundstück an den Dritten verkaufen, sofern er die Voraussetzungen erfüllt. Der Dritte"
GRESt-AT-081,"Ein Kaufvertrag über ein inländisches Grundstück wird gemäß § 8 Abs. 1 KStG in der Regel durch eine Erklärung des Käufers abgeschlossen, in der die Voraussetzungen für die Steuerbefreiung genannt sind. Die Erklärung muss in der Regel schriftlich abgegeben werden, § 8 Abs. 1 KStG. Die Steuerbefreiung gilt nur für den Erwerb, nicht jedoch für den Verkauf. § 8 Abs. 1 KStG gilt nicht für den Erwerb von Grundstücken, die nicht in Österreich liegen (§ 8 Abs. 2 KStG). § 8 Abs. 3 KStG gilt nicht für den Erwerb von Grundstücken, die in Österreich liegen (§ 8 Abs. 4 KStG). § 8 Abs. 4 KStG gilt nicht für den Erwerb von Grundstücken,"
VAT-INTL-001,"""Eine sonstige Leistung""."
VAT-INTL-002,"""Sonstiger Leistungsumfang"" ist die Leistung, die der Unternehmer für die Lieferung eines Produktes oder einer Dienstleistung erbracht hat, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht, die nicht in einer Lieferung besteht,"
VAT-INTL-003,"""Die Leistungen der gesetzlichen Unfallversicherung sind Leistungen der gesetzlichen Unfallversicherung, die nach §"
VAT-INTL-004,"""Die Verwendung"
VAT-INTL-005,"""Die unentgeltliche Erbringung von Dienstleistungen ist eine Leistung, die von"
VAT-INTL-006,
VAT-INTL-007,"""Die Überlassung eines gleich"
VAT-INTL-008,"""Das Entgelt für eine sonstige Leistung im Sinne des § 2 Abs. 1 UStG ist die Differenz zwischen dem Entgelt für eine sonstige Leistung im Sinne des § 2 Abs."
VAT-INTL-009,"""Werkleistung"" ist eine Leistung, die erbracht wird, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, z.B. um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung zu erbringen, die nicht erbracht werden kann, um eine bestimmte Leistung"
VAT-INTL-010,„Eine sonstige Leistung kann auch ohne aktives Tun des
VAT-INTL-011,"„Das UStG Lieferungen von sonstigen Leistungen sind Leistungen, die der Unternehmer im"
VAT-INTL-012,„Unter welchen Voraussetzungen gilt
VAT-INTL-013,"„Liegt ein tauschähnlicher Umsatz vor, wenn eine"
VAT-INTL-014,"„Der Umsatz wird durch die Anzahl der Mitarbeiter bestimmt, die in einem Unternehmen beschäftigt sind, und die Umsatzsteuer wird nicht erhoben, wenn die Umsatzsteuer nicht innerhalb von drei Monaten nach dem Tag der Umsatzsteuererklärung entrichtet wird"
VAT-INTL-015,„Ein Fotograf erstellt Bilder für ein Restaurant und bekommt dafür kostenlose Mahlzeiten.“
VAT-INTL-016,"„Der Schneider kann den Anzug für die Anfertigung eines Anzuges verwenden, wenn er die Leistung des Anzuges nicht mehr erbringen kann, oder wenn er die Leistung des Anzuges nicht mehr erbringen kann, weil er die Leistung des Anzuges nicht mehr erbringen kann, weil er die Leistung des Anzuges nicht mehr erbringen kann, weil er die Leistung des Anzuges nicht mehr erbringen kann, weil er die Leistung des Anzuges nicht mehr erbringen kann, weil er die Leistung des Anzuges"
VAT-INTL-017,„Der Umsatz wird durch die Vermietung von Räumen erzielt
VAT-INTL-018,"„Ein Eventmanager ist ein Dienstleister, der für den Kunden Catering-Leistungen anbietet, die er selbst nicht erbringen kann, und der die Kosten für die Erbringung der"
VAT-INTL-019,„Ein Unternehmer beauftragt im eigenen Namen eine IT-Dienstleistung bei einem Dritten
VAT-INTL-020,„Ein Reise
VAT-INTL-021,
VAT-INTL-022,"„Die Steuerpflicht ergibt sich aus § 8 Abs. 1 KStG, § 8 Abs. 2 EStG, § 8 Abs. 3 EStG, § 8 Abs. 4 EStG, § 8 Abs. 5 EStG, § 8 Abs. 6 EStG, § 8 Abs. 7 EStG, § 8 Abs. 8 EStG, § 8 Abs. 8 EStG, § 8 Abs. 1 KStG, § 8 Abs. 1 EStG, § 8 Abs. 1 EStG, § 8 Abs. 1 EStG, § 8 Abs. 1 EStG, § 8 Abs. 1 EStG, § 8 Abs. 1 EStG"
VAT-INTL-023,""""
VAT-INTL-024,
VAT-INTL-025,
VAT-INTL-026,"„Ein österreichischer Rechtsanwalt ist berechtigt, die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten, die ihren Wohnsitz in der Schweiz hat, und die in Österreich ansässige Person zu vertreten"
VAT-INTL-027,
VAT-INTL-028,"""Nichtunternehmer sind natürliche Personen, die im Sinne der §§ 8 Abs. 1,"
VAT-INTL-029,"""Ein Influencer ist ein Unternehmen, das Werbung für ein neues Produkt oder eine neue Dienstleistung macht, die er nicht mehr verkaufen kann, ohne dass er dafür eine"
VAT-INTL-030,„Die Werbeagentur erstellt
VAT-INTL-031,„Die Steuerpflicht ergibt sich
VAT-INTL-032,
VAT-INTL-033,"""Ein Wiener Musiker überträgt die Rechte an einem Lied an einen Fan in Australien."""
VAT-INTL-034,"""Der Leistungsort ist der Ort, an dem die Gasversorgung erfolgt, und der Leistungs"
VAT-INTL-035,"„Der Bundesminister für Finanzen verfolgt mit der Anwendung des § 3a Abs. 6 UStG Ziele, die mit der Anwendung des § 3a Abs. 6 UStG"
VAT-INTL-036,"„Der Leistungsort kann sich verschieben, wenn die Voraussetzungen des § 3a Abs. 1"
VAT-INTL-037,"""Ein Landwirt kann Getreide zur Mühle bringen, wenn er die Mahlgebühr nicht bezahlt hat, und er kann die Mahlgebühr zurückzahlen, wenn er die Mahlgebühr nicht"
VAT-INTL-038,"""Der Steuersatz beträgt für die Weiterverrechnung der Reisekosten zwischen"
VAT-INTL-039,"""Ein französisches Unternehmen bucht für seine Mitarbeiter Catering, die direkt"
VAT-INTL-040,"„Die Steuerpflicht besteht für die private Pflegekraft, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft für die private Betreuung beschäftigt. Die Steuerpflicht besteht für die private Pflegekraft, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft für die private Betreuung beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine qualifizierte Pflegekraft beschäftigt, die in Österreich eine"
VAT-INTL-041,„Ein österreichischer Softwareentwickler
VAT-INTL-042,"""Herr Stolz hat sein eigenes Baunternehmen. Er ist mit seinem Angestellen Markus gut befreundet. Da Markus schon lange über die Hausrenovierung beschwert, hat Herr Stolz die für ihn durchgefuhrt, weil er gure Freunde sind. Herr Stolz hat die für ihn durchgefuhrt, weil er gure Freunde sind. Herr Stolz hat die für ihn durchgefuhrt, weil er gure Freunde sind. Herr Stolz hat die für ihn durchgefuhrt, weil er gure Freunde sind. Herr Stolz hat die für ihn durchgefuhrt, weil er gure Freunde sind. Herr Stolz hat die für ihn durchgefuhrt, weil er gure Freunde sind. Herr Stolz hat die für ihn durchgefuhrt,"
VAT-INTL-043,"""Herr Stolz hat sein eigenes Unternehmen. Er ist mit seiner Angestellten Angela gut befreundet. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens zu übernachten. Angela hat ihn gebeten, für zwei Nächte auf einem der Grundstücke des Unternehmens"
VAT-INTL-044,"""Herr Müller betreibt eine Bäckerei, die er mit seiner Familie betreibt. Er besitzt einen Firmenwagen, für den er beim Kauf vollständig Vorsteuerabzug geltend gemacht hat. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuerpflichtigen einreichen. Der Unternehmer muss die Steuererklärung für die Steuererklärung des Steuer"
VAT-INTL-045,"""Die Personengesellschaft ist eine Personengesellschaft, die die Einkünfte aus der Personengesellschaft für Zwecke der Körperschaftsteuer verwendet."""
VAT-INTL-046,"""Wien"
VAT-INTL-047,"""Die Firma hat ihren Sitz in Graz und eine Filiale in Linz.""
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine Filiale in Linz.
Die Firma hat ihren Sitz in Linz und eine"
VAT-INTL-048,"""In Graz"
